bot_id x y ang enc0 enc1 enc2 enc3
6 2451.59 -1180.36 1.48477 0 0 0 0
6 2457.55 -1179.21 1.48124 0 0 0 0
6 2453.47 -1180.26 1.49015 0 0 0 0
6 2451.19 -1179.13 1.48281 0 0 0 0
6 2456.66 -1178.82 1.48175 0 0 0 0
6 2452.56 -1181.12 1.4823 0 0 0 0
6 2457.03 -1178.45 1.48031 0 0 0 0
6 2457.8 -1179.23 1.48744 0 0 0 0
6 2457.03 -1178.45 1.48113 0 0 0 0
6 2456.81 -1177.3 1.49371 0 0 0 0
6 2456.58 -1177.35 1.47229 0 0 0 0
6 2456.77 -1181.84 1.47987 0 0 0 0
6 2459.7 -1179.11 1.48439 0 0 0 0
6 2460.07 -1177.99 1.48106 0 0 0 0
6 2454.22 -1180.1 1.48309 0 0 0 0
6 2455.2 -1178.66 1.48987 0 0 0 0
6 2455.2 -1178.66 1.47746 0 0 0 0
6 2456.16 -1178.05 1.49071 0 0 0 0
6 2451.58 -1178.32 1.47664 0 0 0 0
6 2455.58 -1179.09 1.49106 0 0 0 0
6 2455.79 -1176.98 1.4811 0 0 0 0
6 2457.1 -1178.97 1.48097 0 0 0 0
6 2454.77 -1178.14 1.48399 0 0 0 0
6 2455.77 -1177.94 1.48677 0 0 0 0
6 2456.24 -1178.45 1.48816 0 0 0 0
6 2458.1 -1179.3 1.48152 0 0 0 0
6 2452.8 -1181.49 1.48656 0 0 0 0
6 2456.98 -1177.92 1.48142 0 0 0 0
6 2457.58 -1179 1.49259 0 0 0 0
6 2456.66 -1178.82 1.48524 0 0 0 0
6 2454.69 -1175.87 1.48152 0 0 0 0
6 2453.39 -1179.35 1.48192 0 0 0 0
6 2455.91 -1179.05 1.48755 0 0 0 0
6 2457.89 -1178.36 1.48697 0 0 0 0
6 2452.7 -1180.2 1.46323 0 0 0 0
6 2457.37 -1180.85 1.48804 0 0 0 0
6 2456.57 -1180.2 1.47668 0 0 0 0
6 2455.62 -1180.1 1.48606 0 0 0 0
6 2452.86 -1180.42 1.48466 0 0 0 0
6 2452.4 -1178.02 1.48001 0 0 0 0
6 2458.34 -1180.37 1.47898 0 0 0 0
6 2455.2 -1178.66 1.47904 0 0 0 0
6 2455.49 -1176.67 1.48173 0 0 0 0
6 2452.7 -1180.64 1.48712 0 0 0 0
6 2458.04 -1179.87 1.47799 0 0 0 0
6 2456.42 -1177.38 1.47448 0 0 0 0
6 2455.64 -1179.11 1.49036 0 0 0 0
6 2455.98 -1178.06 1.47565 0 0 0 0
6 2457.73 -1175.75 1.48989 0 0 0 0
6 2453.58 -1178.14 1.47896 0 0 0 0
6 2454.69 -1175.87 1.48838 0 0 0 0
6 2454.38 -1175.8 1.48126 0 0 0 0
6 2458.39 -1177.62 1.48241 0 0 0 0
6 2455.8 -1180.61 1.48459 0 0 0 0
6 2452.85 -1179.98 1.48431 0 0 0 0
6 2455.09 -1177.13 1.47881 0 0 0 0
6 2458.52 -1179.72 1.48654 0 0 0 0
6 2456.66 -1177.4 1.48628 0 0 0 0
6 2455.49 -1176.67 1.48779 0 0 0 0
6 2451.67 -1179.41 1.48371 0 0 0 0
6 2455.11 -1176.52 1.48367 0 0 0 0
6 2460.41 -1177.38 1.47747 0 0 0 0
6 2457.66 -1177.73 1.47729 0 0 0 0
6 2453.75 -1178.9 1.48899 0 0 0 0
6 2456.35 -1181.7 1.48264 0 0 0 0
6 2452.21 -1178.36 1.49076 0 0 0 0
6 2454.69 -1175.87 1.47328 0 0 0 0
6 2451.55 -1178.63 1.48121 0 0 0 0
6 2459.02 -1177.04 1.48636 0 0 0 0
6 2453.37 -1179.83 1.48069 0 0 0 0
6 2457.58 -1177.39 1.48668 0 0 0 0
6 2453.66 -1178.78 1.47628 0 0 0 0
6 2453.99 -1175.43 1.47966 0 0 0 0
6 2456.54 -1175.15 1.48438 0 0 0 0
6 2453.58 -1180.26 1.47487 0 0 0 0
6 2457.78 -1177.92 1.48098 0 0 0 0
6 2451.19 -1179.13 1.4772 0 0 0 0
6 2450.78 -1177.67 1.47398 0 0 0 0
6 2448.8 -1176.53 1.48534 0 0 0 0
6 2450.78 -1177.67 1.48058 0 0 0 0
6 2456.87 -1177.85 1.47799 0 0 0 0
6 2454.98 -1175.48 1.47907 0 0 0 0
6 2455.79 -1176.98 1.48192 0 0 0 0
6 2451.89 -1179.21 1.48104 0 0 0 0
6 2458.94 -1178.24 1.48859 0 0 0 0
6 2456.12 -1176.58 1.48765 0 0 0 0
6 2452.48 -1178.83 1.47642 0 0 0 0
6 2458.42 -1179.02 1.49013 0 0 0 0
6 2452.08 -1177.26 1.47396 0 0 0 0
6 2451.24 -1176.13 1.47964 0 0 0 0
6 2455.9 -1176.84 1.48272 0 0 0 0
6 2460.43 -1181.89 1.48836 0 0 0 0
6 2451.77 -1178.01 1.47745 0 0 0 0
6 2456.64 -1175.96 1.47121 0 0 0 0
6 2456.21 -1176.87 1.472 0 0 0 0
6 2456.73 -1180.71 1.49054 0 0 0 0
6 2453.83 -1177.36 1.47954 0 0 0 0
6 2455.35 -1175.6 1.47845 0 0 0 0
6 2454.17 -1179.32 1.47739 0 0 0 0
6 2457.85 -1175.1 1.4753 0 0 0 0
6 2451.57 -1178 1.46613 0 0 0 0
6 2451.91 -1177.52 1.47659 0 0 0 0
6 2455.87 -1177.76 1.48675 0 0 0 0
6 2455.7 -1177.18 1.48544 0 0 0 0
6 2454.11 -1178.03 1.47821 0 0 0 0
6 2455.31 -1176.25 1.48031 0 0 0 0
6 2451.91 -1177.52 1.47909 0 0 0 0
6 2451.89 -1179.21 1.48828 0 0 0 0
6 2452.9 -1177.45 1.47788 0 0 0 0
6 2455.49 -1176.67 1.46812 0 0 0 0
6 2450.26 -1178.4 1.47598 0 0 0 0
6 2450.16 -1177.09 1.48853 0 0 0 0
6 2452.34 -1176.35 1.49214 0 0 0 0
6 2453.04 -1176.72 1.47797 0 0 0 0
6 2452 -1176.65 1.47011 0 0 0 0
6 2450.66 -1176.7 1.48437 0 0 0 0
6 2455.49 -1176.67 1.47184 0 0 0 0
6 2451.67 -1177.28 1.46893 0 0 0 0
6 2450.34 -1177.24 1.47249 0 0 0 0
6 2455.49 -1176.67 1.47984 0 0 0 0
6 2458.21 -1175.63 1.47624 0 0 0 0
6 2451.47 -1177.14 1.48028 0 0 0 0
6 2451.67 -1177.28 1.47472 0 0 0 0
6 2455.64 -1175.89 1.48058 0 0 0 0
6 2455.83 -1178.5 1.47486 0 0 0 0
6 2458.45 -1178.48 1.4833 0 0 0 0
6 2455.49 -1176.67 1.47754 0 0 0 0
6 2450.34 -1177.24 1.48673 0 0 0 0
6 2455.24 -1178.39 1.47583 0 0 0 0
6 2452.4 -1178.15 1.47008 0 0 0 0
6 2451.7 -1178.08 1.48616 0 0 0 0
6 2459 -1176.92 1.46993 0 0 0 0
6 2456.04 -1177.76 1.47254 0 0 0 0
6 2454.32 -1176.59 1.48015 0 0 0 0
6 2455.22 -1174.53 1.47581 0 0 0 0
6 2453.78 -1176.42 1.4894 0 0 0 0
6 2457.46 -1177.56 1.47034 0 0 0 0
6 2452.96 -1177.1 1.47337 0 0 0 0
6 2452.72 -1180.99 1.48354 0 0 0 0
6 2451.67 -1177.15 1.47508 0 0 0 0
6 2452.5 -1177.42 1.4707 0 0 0 0
6 2452.57 -1176.25 1.4865 0 0 0 0
6 2453.99 -1175.43 1.47209 0 0 0 0
6 2454.45 -1176.34 1.48311 0 0 0 0
6 2453.83 -1177.36 1.49311 0 0 0 0
6 2452.91 -1177.37 1.48341 0 0 0 0
6 2453.99 -1175.43 1.47881 0 0 0 0
6 2450.8 -1177.51 1.47826 0 0 0 0
6 2450.42 -1178.73 1.47606 0 0 0 0
6 2451.97 -1178.02 1.47588 0 0 0 0
6 2452.76 -1176.48 1.48445 0 0 0 0
6 2453.99 -1175.43 1.47153 0 0 0 0
6 2453.78 -1176.42 1.47927 0 0 0 0
6 2451.67 -1177.82 1.47512 0 0 0 0
6 2450.53 -1179.61 1.4695 0 0 0 0
6 2450.61 -1177.73 1.47796 0 0 0 0
6 2451.93 -1176.09 1.47414 0 0 0 0
6 2454.39 -1179.08 1.47668 0 0 0 0
6 2451.9 -1175.86 1.47441 0 0 0 0
6 2455.89 -1175.38 1.47708 0 0 0 0
6 2450.75 -1177.04 1.47874 0 0 0 0
6 2453.99 -1175.43 1.46887 0 0 0 0
6 2451.45 -1179.18 1.48117 0 0 0 0
6 2450.69 -1176.94 1.47375 0 0 0 0
6 2451.31 -1175.85 1.4847 0 0 0 0
6 2450.8 -1176.35 1.48535 0 0 0 0
6 2450.61 -1177.73 1.50352 0 0 0 0
6 2450.1 -1176.64 1.4756 0 0 0 0
6 2450.83 -1176.23 1.48009 0 0 0 0
6 2451.19 -1177.61 1.47436 0 0 0 0
6 2453.78 -1176.42 1.48221 0 0 0 0
6 2450.63 -1176.83 1.47674 0 0 0 0
6 2450.84 -1178.15 1.49154 0 0 0 0
6 2451.46 -1177.56 1.47106 0 0 0 0
6 2450.56 -1176.55 1.46786 0 0 0 0
6 2450.13 -1179.17 1.47003 0 0 0 0
6 2450.41 -1176.09 1.46353 0 0 0 0
6 2450.1 -1176.64 1.48079 0 0 0 0
6 2450.6 -1178.14 1.47519 0 0 0 0
6 2451.4 -1177.38 1.47951 0 0 0 0
6 2450.1 -1176.64 1.47446 0 0 0 0
6 2451.27 -1176.38 1.49035 0 0 0 0
6 2451.17 -1177.21 1.46957 0 0 0 0
6 2450.22 -1176.31 1.48069 0 0 0 0
6 2450.95 -1177.2 1.47216 0 0 0 0
6 2450.22 -1176.31 1.48873 0 0 0 0
6 2450.03 -1177.76 1.46892 0 0 0 0
6 2451.78 -1176.8 1.48036 0 0 0 0
6 2451.91 -1177.84 1.47728 0 0 0 0
6 2451.4 -1177.23 1.49177 0 0 0 0
6 2451.37 -1176.85 1.47863 0 0 0 0
6 2449.61 -1177.14 1.48472 0 0 0 0
6 2451.63 -1177.4 1.47175 0 0 0 0
6 2450.03 -1177.76 1.4785 0 0 0 0
6 2451.01 -1177.68 1.47795 0 0 0 0
6 2449.56 -1176.26 1.48891 0 0 0 0
6 2449.61 -1177.14 1.48941 0 0 0 0
6 2451.16 -1177.36 1.47763 0 0 0 0
6 2451.93 -1176.04 1.48342 0 0 0 0
6 2450.77 -1175.74 1.484 0 0 0 0
6 2450.67 -1177.43 1.48512 0 0 0 0
6 2451.09 -1177.83 1.45925 0 0 0 0
6 2454.14 -1176.58 1.48552 0 0 0 0
6 2451.01 -1177.68 1.48387 0 0 0 0
6 2451.01 -1177.68 1.48065 0 0 0 0
6 2450.55 -1177.26 1.48204 0 0 0 0
6 2450.55 -1177.26 1.48032 0 0 0 0
6 2456.01 -1177.2 1.48497 0 0 0 0
6 2451.93 -1176.04 1.47928 0 0 0 0
6 2450.05 -1177.39 1.48654 0 0 0 0
6 2451.02 -1178.1 1.4748 0 0 0 0
6 2451.09 -1177.83 1.48261 0 0 0 0
6 2451.86 -1177.48 1.47579 0 0 0 0
6 2450.45 -1178.18 1.47913 0 0 0 0
6 2451.01 -1177.68 1.48367 0 0 0 0
6 2452.28 -1177.05 1.49246 0 0 0 0
6 2450.77 -1175.74 1.49495 0 0 0 0
6 2450.1 -1176.64 1.48664 0 0 0 0
6 2450.78 -1177.67 1.47923 0 0 0 0
6 2450.57 -1176.33 1.49239 0 0 0 0
6 2451.91 -1177.84 1.48319 0 0 0 0
6 2451.01 -1177.68 1.47977 0 0 0 0
6 2454.38 -1177.68 1.48616 0 0 0 0
6 2450.1 -1176.64 1.48533 0 0 0 0
6 2451.78 -1176.8 1.47911 0 0 0 0
6 2450.88 -1177.25 1.47652 0 0 0 0
6 2451.37 -1177.13 1.47971 0 0 0 0
6 2451.27 -1176.38 1.46823 0 0 0 0
6 2451.9 -1177.66 1.47024 0 0 0 0
6 2451.78 -1176.8 1.4857 0 0 0 0
6 2451.78 -1176.8 1.47832 0 0 0 0
6 2452.48 -1176.46 1.47078 0 0 0 0
6 2451.78 -1176.8 1.47834 0 0 0 0
6 2451.27 -1176.38 1.48287 0 0 0 0
6 2450.55 -1177.26 1.48544 0 0 0 0
6 2451.01 -1177.68 1.47725 0 0 0 0
6 2451.01 -1177.68 1.47751 0 0 0 0
6 2451.01 -1177.68 1.48729 0 0 0 0
6 2452.23 -1176.78 1.4855 0 0 0 0
6 2451.63 -1177.4 1.48905 0 0 0 0
6 2450.45 -1178.18 1.48636 0 0 0 0
6 2451.65 -1177.34 1.47983 0 0 0 0
6 2452.44 -1176.46 1.48314 0 0 0 0
6 2451.43 -1177.63 1.47344 0 0 0 0
6 2451.01 -1177.68 1.48517 0 0 0 0
6 2451.78 -1176.8 1.47768 0 0 0 0
6 2451.16 -1177.36 1.47543 0 0 0 0
6 2450.55 -1177.26 1.48172 0 0 0 0
6 2451.01 -1177.68 1.47601 0 0 0 0
6 2451.63 -1177.4 1.48567 0 0 0 0
6 2453.22 -1177.68 1.48489 0 0 0 0
6 2451.82 -1177.22 1.49216 0 0 0 0
6 2451.65 -1177.34 1.48244 0 0 0 0
6 2450.53 -1179.61 1.47401 0 0 0 0
6 2451.36 -1177.45 1.49382 0 0 0 0
6 2450.73 -1178.01 1.48213 0 0 0 0
6 2450.03 -1177.76 1.48437 0 0 0 0
6 2451.14 -1178.46 1.49015 0 0 0 0
6 2451.14 -1178.46 1.49038 0 0 0 0
6 2451.42 -1178.95 1.48151 0 0 0 0
6 2450.6 -1178.93 1.47654 0 0 0 0
6 2450 -1177.53 1.49431 0 0 0 0
6 2451.63 -1177.4 1.48681 0 0 0 0
6 2452.48 -1176.46 1.48674 0 0 0 0
6 2451.22 -1176.38 1.47838 0 0 0 0
6 2450.45 -1178.18 1.47705 0 0 0 0
6 2451.78 -1176.8 1.48626 0 0 0 0
6 2450.74 -1176.34 1.47694 0 0 0 0
6 2449.84 -1176.66 1.48337 0 0 0 0
6 2451.11 -1176.73 1.47615 0 0 0 0
6 2451.61 -1177.64 1.48406 0 0 0 0
6 2451.01 -1177.68 1.48206 0 0 0 0
6 2451.78 -1176.8 1.48715 0 0 0 0
6 2451.01 -1177.68 1.48015 0 0 0 0
6 2451.78 -1176.8 1.46931 0 0 0 0
6 2451.91 -1177.84 1.48914 0 0 0 0
6 2450.69 -1176.94 1.48825 0 0 0 0
6 2451.78 -1176.8 1.48421 0 0 0 0
6 2449.72 -1175.63 1.48676 0 0 0 0
6 2451.01 -1177.68 1.48988 0 0 0 0
6 2451.01 -1177.68 1.47981 0 0 0 0
6 2450.38 -1178.91 1.48054 0 0 0 0
6 2451.01 -1177.68 1.47792 0 0 0 0
6 2452.65 -1178.28 1.48238 0 0 0 0
6 2450.41 -1179.58 1.47263 0 0 0 0
6 2450.48 -1178.84 1.47999 0 0 0 0
6 2450.6 -1178.93 1.48135 0 0 0 0
6 2451.54 -1176.65 1.47593 0 0 0 0
6 2451.91 -1177.84 1.47299 0 0 0 0
6 2451.91 -1177.84 1.48119 0 0 0 0
6 2450.1 -1176.64 1.4809 0 0 0 0
6 2450.45 -1178.18 1.4922 0 0 0 0
6 2451.4 -1177.38 1.48702 0 0 0 0
6 2453.27 -1177.84 1.46922 0 0 0 0
6 2450.85 -1178.58 1.47569 0 0 0 0
6 2450.1 -1176.64 1.47763 0 0 0 0
6 2452.36 -1177.7 1.49789 0 0 0 0
6 2451.19 -1176.94 1.49156 0 0 0 0
6 2451.4 -1177.38 1.48732 0 0 0 0
6 2450.1 -1176.64 1.48547 0 0 0 0
6 2450.49 -1177.64 1.48507 0 0 0 0
6 2449.88 -1178.27 1.48297 0 0 0 0
6 2450.48 -1178.84 1.48038 0 0 0 0
6 2452.6 -1177.71 1.48117 0 0 0 0
6 2452.23 -1176.78 1.48626 0 0 0 0
6 2451.77 -1178.81 1.48271 0 0 0 0
6 2451.01 -1177.15 1.48073 0 0 0 0
6 2450.69 -1176.94 1.48948 0 0 0 0
6 2451.7 -1178.08 1.48553 0 0 0 0
6 2450.1 -1176.64 1.4862 0 0 0 0
6 2452.69 -1176.94 1.48226 0 0 0 0
6 2451.27 -1177.77 1.49803 0 0 0 0
6 2450.95 -1176.7 1.47927 0 0 0 0
6 2450.34 -1177.24 1.47151 0 0 0 0
6 2456.16 -1176.86 1.47263 0 0 0 0
6 2455.49 -1176.67 1.47576 0 0 0 0
6 2451.91 -1177.84 1.47747 0 0 0 0
6 2456.35 -1176.32 1.47686 0 0 0 0
6 2452.5 -1177.16 1.49577 0 0 0 0
6 2456.17 -1176.57 1.48125 0 0 0 0
6 2452.73 -1178.66 1.48319 0 0 0 0
6 2453.66 -1176.77 1.47894 0 0 0 0
6 2452.16 -1177.91 1.47555 0 0 0 0
6 2449.91 -1181.03 1.49344 0 0 0 0
6 2454.19 -1174.05 1.48404 0 0 0 0
6 2451.19 -1177.61 1.47788 0 0 0 0
6 2453.08 -1178.07 1.47994 0 0 0 0
6 2453.99 -1175.43 1.48742 0 0 0 0
6 2452.12 -1177.6 1.47272 0 0 0 0
6 2456.7 -1175.61 1.47351 0 0 0 0
6 2456.23 -1177.42 1.47742 0 0 0 0
6 2454.4 -1177.29 1.47589 0 0 0 0
6 2453.97 -1177.56 1.4779 0 0 0 0
6 2450.69 -1176.94 1.47422 0 0 0 0
6 2450.73 -1177.58 1.47136 0 0 0 0
6 2456.7 -1175.61 1.46844 0 0 0 0
6 2452.16 -1179.7 1.4841 0 0 0 0
6 2452.56 -1179.13 1.48226 0 0 0 0
6 2455.35 -1175.6 1.48964 0 0 0 0
6 2454.32 -1176.59 1.48419 0 0 0 0
6 2454.17 -1176.05 1.47476 0 0 0 0
6 2453.99 -1175.43 1.47552 0 0 0 0
6 2453.5 -1177.49 1.47698 0 0 0 0
6 2458.29 -1176.31 1.47237 0 0 0 0
6 2457.53 -1176.69 1.47213 0 0 0 0
6 2454.32 -1176.59 1.49722 0 0 0 0
6 2455.35 -1175.6 1.48786 0 0 0 0
6 2456.41 -1174.76 1.47746 0 0 0 0
6 2450.92 -1177.95 1.479 0 0 0 0
6 2452.76 -1176.48 1.47354 0 0 0 0
6 2454.45 -1176.34 1.48176 0 0 0 0
6 2456.7 -1177.89 1.48631 0 0 0 0
6 2451.93 -1176.09 1.48995 0 0 0 0
6 2458.03 -1177.12 1.47398 0 0 0 0
6 2450.92 -1179.56 1.47474 0 0 0 0
6 2454.68 -1175.38 1.47654 0 0 0 0
6 2453.36 -1178.85 1.48649 0 0 0 0
6 2456.39 -1177.12 1.47395 0 0 0 0
6 2456.41 -1174.76 1.47717 0 0 0 0
6 2454.13 -1175.84 1.4808 0 0 0 0
6 2456.01 -1176.07 1.47504 0 0 0 0
6 2456.15 -1175.64 1.48969 0 0 0 0
6 2453.44 -1177.36 1.48862 0 0 0 0
6 2453.36 -1179.37 1.48318 0 0 0 0
6 2453.54 -1176.54 1.47863 0 0 0 0
6 2452.4 -1177.95 1.48115 0 0 0 0
6 2457.02 -1176.4 1.50801 0 0 0 0
6 2456.53 -1177.19 1.49449 0 0 0 0
6 2457.13 -1177.85 1.47273 0 0 0 0
6 2456.87 -1177.16 1.48015 0 0 0 0
6 2455.85 -1174.78 1.47954 0 0 0 0
6 2455.1 -1179.89 1.48176 0 0 0 0
6 2455.53 -1175.99 1.47895 0 0 0 0
6 2456.16 -1178.05 1.48177 0 0 0 0
6 2457.49 -1177.23 1.48054 0 0 0 0
6 2460.04 -1177.74 1.47919 0 0 0 0
6 2456.26 -1176.44 1.47897 0 0 0 0
6 2455.35 -1175.6 1.48175 0 0 0 0
6 2456.23 -1177.97 1.47293 0 0 0 0
6 2458.13 -1177.92 1.48516 0 0 0 0
6 2458.83 -1180.63 1.47414 0 0 0 0
6 2455.39 -1178.22 1.46427 0 0 0 0
6 2453.05 -1177.82 1.48388 0 0 0 0
6 2458.26 -1176.74 1.47459 0 0 0 0
6 2456.31 -1177.26 1.48379 0 0 0 0
6 2456.05 -1176.03 1.47715 0 0 0 0
6 2457.93 -1176.31 1.47601 0 0 0 0
6 2459.63 -1178.21 1.48422 0 0 0 0
6 2455.49 -1176.67 1.4786 0 0 0 0
6 2457.18 -1176.26 1.47937 0 0 0 0
6 2456.38 -1175.99 1.49147 0 0 0 0
6 2456.86 -1179.06 1.4793 0 0 0 0
6 2455.84 -1178.49 1.49188 0 0 0 0
6 2455.94 -1178.14 1.48623 0 0 0 0
6 2454.69 -1175.87 1.49609 0 0 0 0
6 2455.08 -1176.26 1.48153 0 0 0 0
6 2462.53 -1180.6 1.49229 0 0 0 0
6 2457.17 -1177.96 1.48639 0 0 0 0
6 2455.49 -1176.67 1.48976 0 0 0 0
6 2456.64 -1176.62 1.49908 0 0 0 0
6 2456.52 -1177.71 1.479 0 0 0 0
6 2457.33 -1178.52 1.47051 0 0 0 0
6 2458.74 -1178.97 1.47683 0 0 0 0
6 2458.41 -1181.9 1.48728 0 0 0 0
6 2456.81 -1177.3 1.4876 0 0 0 0
6 2457.49 -1177.23 1.47986 0 0 0 0
6 2462.14 -1180.58 1.47764 0 0 0 0
6 2459.42 -1178.36 1.47641 0 0 0 0
6 2456.71 -1176.49 1.49065 0 0 0 0
6 2456.25 -1177.17 1.5003 0 0 0 0
6 2455.95 -1179.33 1.48737 0 0 0 0
6 2457.89 -1178.36 1.48852 0 0 0 0
6 2458.03 -1183.06 1.48467 0 0 0 0
6 2452 -1178.47 1.47004 0 0 0 0
