avg_pos.x() avg_pos.y() avg_ang _currentEstimate.pos.x() _currentEstimate.pos.y() _currentEstimate.angle enc[0] enc[1] enc[2] enc[3] enc_reading_sum[0] enc_reading_sum[1] enc_reading_sum[2] enc_reading_sum[3]
1.49461 1.56386 -2.23164 1.49461 1.56386 -2.23164 0 0 0 0 0 0 0 0
1.49594 1.5675 -2.22763 1.49594 1.5675 -2.22763 0 0 0 0 0 0 0 0
1.49671 1.56482 -2.21961 1.49671 1.56482 -2.21961 0 0 0 0 0 0 0 0
1.497 1.56578 -2.2161 1.497 1.56578 -2.2161 0 0 0 0 0 0 0 0
1.49674 1.56801 -2.21906 1.49674 1.56801 -2.21906 0 0 0 0 0 0 0 0
1.49525 1.56574 -2.22687 1.49525 1.56574 -2.22687 0 0 0 0 0 0 0 0
1.49768 1.57162 -2.21196 1.49768 1.57162 -2.21196 0 0 0 0 0 0 0 0
1.49776 1.56554 -2.21839 1.49776 1.56554 -2.21839 0 0 0 0 0 0 0 0
1.49733 1.57044 -2.21469 1.49733 1.57044 -2.21469 0 0 0 0 0 0 0 0
1.49696 1.5696 -2.22885 1.49696 1.5696 -2.22885 0 0 0 0 0 0 0 0
1.49613 1.56481 -2.20528 1.49613 1.56481 -2.20528 0 0 0 0 0 0 0 0
1.49775 1.56631 -2.22148 1.49775 1.56631 -2.22148 0 0 0 0 0 0 0 0
1.49637 1.566 -2.22776 1.49637 1.566 -2.22776 0 0 0 0 0 0 0 0
1.49767 1.56555 -2.2237 1.49767 1.56555 -2.2237 0 0 0 0 0 0 0 0
1.49735 1.56703 -2.21667 1.49735 1.56703 -2.21667 0 0 0 0 0 0 0 0
1.49615 1.56601 -2.21628 1.49615 1.56601 -2.21628 0 0 0 0 0 0 0 0
1.49714 1.56645 -2.22211 1.49714 1.56645 -2.22211 0 0 0 0 0 0 0 0
1.49642 1.56505 -2.21347 1.49642 1.56505 -2.21347 0 0 0 0 0 0 0 0
1.49461 1.56676 -2.23283 1.49461 1.56676 -2.23283 0 0 0 0 0 0 0 0
1.49766 1.56629 -2.20801 1.49766 1.56629 -2.20801 0 0 0 0 0 0 0 0
1.49581 1.56552 -2.21674 1.49581 1.56552 -2.21674 0 0 0 0 0 0 0 0
1.49649 1.56706 -2.21404 1.49649 1.56706 -2.21404 0 0 0 0 0 0 0 0
1.49563 1.56843 -2.21211 1.49563 1.56843 -2.21211 0 0 0 0 0 0 0 0
1.49487 1.56777 -2.22037 1.49487 1.56777 -2.22037 0 0 0 0 0 0 0 0
1.497 1.5653 -2.21754 1.497 1.5653 -2.21754 0 0 0 0 0 0 0 0
1.49754 1.56499 -2.21332 1.49754 1.56499 -2.21332 0 0 0 0 0 0 0 0
1.49949 1.56729 -2.221 1.49949 1.56729 -2.221 0 0 0 0 0 0 0 0
1.49563 1.56843 -2.22731 1.49563 1.56843 -2.22731 0 0 0 0 0 0 0 0
1.49526 1.5642 -2.22188 1.49526 1.5642 -2.22188 0 0 0 0 0 0 0 0
1.49626 1.56688 -2.21673 1.49626 1.56688 -2.21673 0 0 0 0 0 0 0 0
1.49651 1.565 -2.23101 1.49651 1.565 -2.23101 0 0 0 0 0 0 0 0
1.49786 1.5658 -2.22935 1.49786 1.5658 -2.22935 0 0 0 0 0 0 0 0
1.497 1.56507 -2.22606 1.497 1.56507 -2.22606 0 0 0 0 0 0 0 0
1.49835 1.56512 -2.22569 1.49835 1.56512 -2.22569 0 0 0 0 0 0 0 0
1.49869 1.56659 -2.21418 1.49869 1.56659 -2.21418 0 0 0 0 0 0 0 0
1.49587 1.56576 -2.21277 1.49587 1.56576 -2.21277 0 0 0 0 0 0 0 0
1.49613 1.56433 -2.21914 1.49613 1.56433 -2.21914 0 0 0 0 0 0 0 0
1.49597 1.56789 -2.23105 1.49597 1.56789 -2.23105 0 0 0 0 0 0 0 0
1.49788 1.56623 -2.22118 1.49788 1.56623 -2.22118 0 0 0 0 0 0 0 0
1.49734 1.56752 -2.21833 1.49734 1.56752 -2.21833 0 0 0 0 0 0 0 0
1.4959 1.56522 -2.22347 1.4959 1.56522 -2.22347 0 0 0 0 0 0 0 0
1.49592 1.56362 -2.21231 1.49592 1.56362 -2.21231 0 0 0 0 0 0 0 0
1.4978 1.56396 -2.21941 1.4978 1.56396 -2.21941 0 0 0 0 0 0 0 0
1.49827 1.56606 -2.22048 1.49827 1.56606 -2.22048 0 0 0 0 0 0 0 0
1.49761 1.56719 -2.21932 1.49761 1.56719 -2.21932 0 0 0 0 0 0 0 0
1.49786 1.5658 -2.20824 1.49786 1.5658 -2.20824 0 0 0 0 0 0 0 0
1.49808 1.56529 -2.21875 1.49808 1.56529 -2.21875 0 0 0 0 0 0 0 0
1.49721 1.56552 -2.2225 1.49721 1.56552 -2.2225 0 0 0 0 0 0 0 0
1.49613 1.56528 -2.21996 1.49613 1.56528 -2.21996 0 0 0 0 0 0 0 0
1.49678 1.56801 -2.2225 1.49678 1.56801 -2.2225 0 0 0 0 0 0 0 0
1.49427 1.56769 -2.21086 1.49427 1.56769 -2.21086 0 0 0 0 0 0 0 0
1.49619 1.56525 -2.21726 1.49619 1.56525 -2.21726 0 0 0 0 0 0 0 0
1.49877 1.56873 -2.2264 1.49877 1.56873 -2.2264 0 0 0 0 0 0 0 0
1.49623 1.56576 -2.21286 1.49623 1.56576 -2.21286 0 0 0 0 0 0 0 0
1.49632 1.56489 -2.21006 1.49632 1.56489 -2.21006 0 0 0 0 0 0 0 0
1.4977 1.56929 -2.22545 1.4977 1.56929 -2.22545 0 0 0 0 0 0 0 0
1.49744 1.56631 -2.22619 1.49744 1.56631 -2.22619 0 0 0 0 0 0 0 0
1.49619 1.56551 -2.22392 1.49619 1.56551 -2.22392 0 0 0 0 0 0 0 0
1.50033 1.56299 -2.21208 1.50033 1.56299 -2.21208 0 0 0 0 0 0 0 0
1.49718 1.56738 -2.21663 1.49718 1.56738 -2.21663 0 0 0 0 0 0 0 0
1.49798 1.56497 -2.22549 1.49798 1.56497 -2.22549 0 0 0 0 0 0 0 0
1.4985 1.56769 -2.22094 1.4985 1.56769 -2.22094 0 0 0 0 0 0 0 0
1.49683 1.56449 -2.2207 1.49683 1.56449 -2.2207 0 0 0 0 0 0 0 0
1.49706 1.56554 -2.22821 1.49706 1.56554 -2.22821 0 0 0 0 0 0 0 0
1.49755 1.56365 -2.22273 1.49755 1.56365 -2.22273 0 0 0 0 0 0 0 0
1.49968 1.56501 -2.20833 1.49968 1.56501 -2.20833 0 0 0 0 0 0 0 0
1.49934 1.56462 -2.21943 1.49934 1.56462 -2.21943 0 0 0 0 0 0 0 0
1.49846 1.5651 -2.21609 1.49846 1.5651 -2.21609 0 0 0 0 0 0 0 0
1.49834 1.56804 -2.21519 1.49834 1.56804 -2.21519 0 0 0 0 0 0 0 0
1.49682 1.56526 -2.22102 1.49682 1.56526 -2.22102 0 0 0 0 0 0 0 0
1.49873 1.56805 -2.21703 1.49873 1.56805 -2.21703 0 0 0 0 0 0 0 0
1.49811 1.56817 -2.23092 1.49811 1.56817 -2.23092 0 0 0 0 0 0 0 0
1.49809 1.56401 -2.21482 1.49809 1.56401 -2.21482 0 0 0 0 0 0 0 0
1.50127 1.56588 -2.20096 1.50127 1.56588 -2.20096 0 0 0 0 0 0 0 0
1.5006 1.56432 -2.21071 1.5006 1.56432 -2.21071 0 0 0 0 0 0 0 0
1.49777 1.56451 -2.21535 1.49777 1.56451 -2.21535 0 0 0 0 0 0 0 0
1.49678 1.56801 -2.22149 1.49678 1.56801 -2.22149 0 0 0 0 0 0 0 0
1.49721 1.56552 -2.22789 1.49721 1.56552 -2.22789 0 0 0 0 0 0 0 0
1.49759 1.56452 -2.20847 1.49759 1.56452 -2.20847 0 0 0 0 0 0 0 0
1.49563 1.56843 -2.22319 1.49563 1.56843 -2.22319 0 0 0 0 0 0 0 0
1.49846 1.56436 -2.21553 1.49846 1.56436 -2.21553 0 0 0 0 0 0 0 0
1.49707 1.56882 -2.22294 1.49707 1.56882 -2.22294 0 0 0 0 0 0 0 0
1.49726 1.56846 -2.21925 1.49726 1.56846 -2.21925 0 0 0 0 0 0 0 0
1.49617 1.56378 -2.22677 1.49617 1.56378 -2.22677 0 0 0 0 0 0 0 0
1.50071 1.56419 -2.2086 1.50071 1.56419 -2.2086 0 0 0 0 0 0 0 0
1.49588 1.56473 -2.21425 1.49588 1.56473 -2.21425 0 0 0 0 0 0 0 0
1.49885 1.56502 -2.22286 1.49885 1.56502 -2.22286 0 0 0 0 0 0 0 0
1.49933 1.56609 -2.20878 1.49933 1.56609 -2.20878 0 0 0 0 0 0 0 0
1.49873 1.56805 -2.21063 1.49873 1.56805 -2.21063 0 0 0 0 0 0 0 0
1.4988 1.56524 -2.20863 1.4988 1.56524 -2.20863 0 0 0 0 0 0 0 0
1.50011 1.56362 -2.22786 1.50011 1.56362 -2.22786 0 0 0 0 0 0 0 0
1.49901 1.56686 -2.21461 1.49901 1.56686 -2.21461 0 0 0 0 0 0 0 0
1.49984 1.56788 -2.20702 1.49984 1.56788 -2.20702 0 0 0 0 0 0 0 0
1.49934 1.56455 -2.22018 1.49934 1.56455 -2.22018 0 0 0 0 0 0 0 0
1.49984 1.56788 -2.20824 1.49984 1.56788 -2.20824 0 0 0 0 0 0 0 0
1.50157 1.56886 -2.21652 1.50157 1.56886 -2.21652 0 0 0 0 0 0 0 0
1.49896 1.56583 -2.20833 1.49896 1.56583 -2.20833 0 0 0 0 0 0 0 0
1.4981 1.56435 -2.21612 1.4981 1.56435 -2.21612 0 0 0 0 0 0 0 0
1.50107 1.56747 -2.20147 1.50107 1.56747 -2.20147 0 0 0 0 0 0 0 0
1.49916 1.56637 -2.22093 1.49916 1.56637 -2.22093 0 0 0 0 0 0 0 0
1.49582 1.56506 -2.19629 1.49582 1.56506 -2.19629 0 0 0 0 0 0 0 0
1.50095 1.56384 -2.21219 1.50095 1.56384 -2.21219 0 0 0 0 0 0 0 0
1.50249 1.56777 -2.21916 1.50249 1.56777 -2.21916 0 0 0 0 0 0 0 0
1.50028 1.56873 -2.2066 1.50028 1.56873 -2.2066 0 0 0 0 0 0 0 0
1.49994 1.56937 -2.21943 1.49994 1.56937 -2.21943 0 0 0 0 0 0 0 0
1.49867 1.56331 -2.2163 1.49867 1.56331 -2.2163 0 0 0 0 0 0 0 0
1.50037 1.56446 -2.22322 1.50037 1.56446 -2.22322 0 0 0 0 0 0 0 0
1.49931 1.56818 -2.22751 1.49931 1.56818 -2.22751 0 0 0 0 0 0 0 0
1.49859 1.56433 -2.20582 1.49859 1.56433 -2.20582 0 0 0 0 0 0 0 0
1.50037 1.56419 -2.23115 1.50037 1.56419 -2.23115 0 0 0 0 0 0 0 0
1.50221 1.56389 -2.22152 1.50221 1.56389 -2.22152 0 0 0 0 0 0 0 0
1.50095 1.56755 -2.20605 1.50095 1.56755 -2.20605 0 0 0 0 0 0 0 0
1.50344 1.56349 -2.20168 1.50344 1.56349 -2.20168 0 0 0 0 0 0 0 0
1.50145 1.5678 -2.22316 1.50145 1.5678 -2.22316 0 0 0 0 0 0 0 0
1.50048 1.56533 -2.21122 1.50048 1.56533 -2.21122 0 0 0 0 0 0 0 0
1.49521 1.56909 -2.20554 1.49521 1.56909 -2.20554 0 0 0 0 0 0 0 0
1.49897 1.56806 -2.20555 1.49897 1.56806 -2.20555 0 0 0 0 0 0 0 0
1.49748 1.56988 -2.21197 1.49748 1.56988 -2.21197 0 0 0 0 0 0 0 0
1.49843 1.56756 -2.21663 1.49843 1.56756 -2.21663 0 0 0 0 0 0 0 0
1.49989 1.5684 -2.20438 1.49989 1.5684 -2.20438 0 0 0 0 0 0 0 0
1.49964 1.56661 -2.22966 1.49964 1.56661 -2.22966 0 0 0 0 0 0 0 0
1.50168 1.5673 -2.21552 1.50168 1.5673 -2.21552 0 0 0 0 0 0 0 0
1.50081 1.56507 -2.22933 1.50081 1.56507 -2.22933 0 0 0 0 0 0 0 0
1.50043 1.56769 -2.20603 1.50043 1.56769 -2.20603 0 0 0 0 0 0 0 0
1.49953 1.56584 -2.21606 1.49953 1.56584 -2.21606 0 0 0 0 0 0 0 0
1.50287 1.56968 -2.21152 1.50287 1.56968 -2.21152 0 0 0 0 0 0 0 0
1.49957 1.56623 -2.22136 1.49957 1.56623 -2.22136 0 0 0 0 0 0 0 0
1.49897 1.56806 -2.229 1.49897 1.56806 -2.229 0 0 0 0 0 0 0 0
1.49782 1.56823 -2.20081 1.49782 1.56823 -2.20081 0 0 0 0 0 0 0 0
1.50147 1.56652 -2.21599 1.50147 1.56652 -2.21599 0 0 0 0 0 0 0 0
1.50083 1.56693 -2.21911 1.50083 1.56693 -2.21911 0 0 0 0 0 0 0 0
1.50242 1.5634 -2.20696 1.50242 1.5634 -2.20696 0 0 0 0 0 0 0 0
1.49956 1.56702 -2.20758 1.49956 1.56702 -2.20758 0 0 0 0 0 0 0 0
1.50303 1.56425 -2.22181 1.50303 1.56425 -2.22181 0 0 0 0 0 0 0 0
1.50043 1.56769 -2.21888 1.50043 1.56769 -2.21888 0 0 0 0 0 0 0 0
1.5047 1.56772 -2.18781 1.5047 1.56772 -2.18781 0 0 0 0 0 0 0 0
1.50092 1.56704 -2.20516 1.50092 1.56704 -2.20516 0 0 0 0 0 0 0 0
1.50154 1.5646 -2.21145 1.50154 1.5646 -2.21145 0 0 0 0 0 0 0 0
1.5042 1.56563 -2.23371 1.5042 1.56563 -2.23371 0 0 0 0 0 0 0 0
1.50196 1.56708 -2.19663 1.50196 1.56708 -2.19663 0 0 0 0 0 0 0 0
1.50004 1.56334 -2.21066 1.50004 1.56334 -2.21066 0 0 0 0 0 0 0 0
1.4987 1.56582 -2.22397 1.4987 1.56582 -2.22397 0 0 0 0 0 0 0 0
1.4999 1.56712 -2.22413 1.4999 1.56712 -2.22413 0 0 0 0 0 0 0 0
1.49836 1.5642 -2.21597 1.49836 1.5642 -2.21597 0 0 0 0 0 0 0 0
1.50219 1.56624 -2.19131 1.50219 1.56624 -2.19131 0 0 0 0 0 0 0 0
1.49897 1.56806 -2.20695 1.49897 1.56806 -2.20695 0 0 0 0 0 0 0 0
1.50439 1.56556 -2.20161 1.50439 1.56556 -2.20161 0 0 0 0 0 0 0 0
1.49953 1.5676 -2.20909 1.49953 1.5676 -2.20909 0 0 0 0 0 0 0 0
1.50236 1.56503 -2.19152 1.50236 1.56503 -2.19152 0 0 0 0 0 0 0 0
1.50147 1.5662 -2.20758 1.50147 1.5662 -2.20758 0 0 0 0 0 0 0 0
1.50037 1.56446 -2.20718 1.50037 1.56446 -2.20718 0 0 0 0 0 0 0 0
1.50266 1.56432 -2.20721 1.50266 1.56432 -2.20721 0 0 0 0 0 0 0 0
1.50443 1.56763 -2.19497 1.50443 1.56763 -2.19497 0 0 0 0 0 0 0 0
1.49949 1.56788 -2.19675 1.49949 1.56788 -2.19675 0 0 0 0 0 0 0 0
1.49866 1.56498 -2.21533 1.49866 1.56498 -2.21533 0 0 0 0 0 0 0 0
1.49749 1.56877 -2.20811 1.49749 1.56877 -2.20811 0 0 0 0 0 0 0 0
1.50388 1.5683 -2.18861 1.50388 1.5683 -2.18861 0 0 0 0 0 0 0 0
1.50713 1.56367 -2.18374 1.50713 1.56367 -2.18374 0 0 0 0 0 0 0 0
1.50006 1.56707 -2.201 1.50006 1.56707 -2.201 0 0 0 0 0 0 0 0
1.50536 1.5644 -2.19075 1.50536 1.5644 -2.19075 0 0 0 0 0 0 0 0
1.49949 1.56788 -2.19772 1.49949 1.56788 -2.19772 0 0 0 0 0 0 0 0
1.50043 1.56769 -2.2283 1.50043 1.56769 -2.2283 0 0 0 0 0 0 0 0
1.50155 1.56649 -2.21681 1.50155 1.56649 -2.21681 0 0 0 0 0 0 0 0
1.50094 1.56442 -2.21623 1.50094 1.56442 -2.21623 0 0 0 0 0 0 0 0
