avg_pos.x() avg_pos.y() avg_ang _currentEstimate.pos.x() _currentEstimate.pos.y() _currentEstimate.angle enc[0] enc[1] enc[2] enc[3] enc_reading_sum[0] enc_reading_sum[1] enc_reading_sum[2] enc_reading_sum[3]
-1.48398 1.60782 -0.894847 -1.48398 1.60778 -0.894822 0 0 0 0 0 -1 0 1
-1.48135 1.60979 -0.895458 -1.48136 1.60974 -0.89542 0 0 0 0 0 -2 0 1
-1.483 1.61063 -0.896364 -1.483 1.61063 -0.896364 0 0 0 0 0 0 0 0
-1.48364 1.61002 -0.887276 -1.48364 1.61002 -0.887276 0 0 0 0 0 0 0 0
-1.48377 1.61212 -0.886627 -1.48377 1.61212 -0.886627 0 0 0 0 0 0 0 0
-1.48064 1.60782 -0.889345 -1.48064 1.60782 -0.889345 0 0 0 0 0 0 0 0
-1.48173 1.61092 -0.886084 -1.48173 1.61092 -0.886084 0 0 0 0 0 0 0 0
-1.48194 1.60836 -0.89898 -1.48194 1.60836 -0.89898 0 0 0 0 0 0 0 0
-1.47977 1.60768 -0.888363 -1.47977 1.60768 -0.888363 0 0 0 0 0 0 0 0
-1.48175 1.61036 -0.892669 -1.48175 1.61036 -0.892669 0 0 0 0 0 0 0 0
-1.48168 1.61045 -0.894674 -1.48168 1.61045 -0.894674 0 0 0 0 0 0 0 0
-1.48142 1.61009 -0.895695 -1.48142 1.61009 -0.895695 0 0 0 0 0 0 0 0
-1.48276 1.60682 -0.900326 -1.48276 1.60682 -0.900326 0 0 0 0 0 0 0 0
-1.4806 1.60982 -0.88503 -1.4806 1.60982 -0.88503 0 0 0 0 0 0 0 0
-1.48032 1.61055 -0.897237 -1.48032 1.61055 -0.897237 0 0 0 0 0 0 0 0
-1.48807 1.60993 -0.891867 -1.48807 1.60993 -0.891867 0 0 0 0 0 0 0 0
-1.48024 1.60942 -0.881661 -1.48024 1.60942 -0.881661 0 0 0 0 0 0 0 0
-1.48168 1.61045 -0.889127 -1.48168 1.61045 -0.889127 0 0 0 0 0 0 0 0
-1.48243 1.61 -0.897295 -1.48243 1.61 -0.897295 0 0 0 0 0 0 0 0
-1.48438 1.61097 -0.892266 -1.48438 1.61097 -0.892266 0 0 0 0 0 0 0 0
-1.48144 1.61033 -0.890856 -1.48144 1.61033 -0.890856 0 0 0 0 0 0 0 0
-1.48661 1.6099 -0.891053 -1.48661 1.6099 -0.891053 0 0 0 0 0 0 0 0
-1.48263 1.60744 -0.896851 -1.48263 1.60744 -0.896851 0 0 0 0 0 0 0 0
-1.48692 1.60903 -0.899269 -1.48692 1.60903 -0.899269 0 0 0 0 0 0 0 0
-1.48461 1.61123 -0.895452 -1.48461 1.61123 -0.895452 0 0 0 0 0 0 0 0
-1.48337 1.61211 -0.891367 -1.48337 1.61211 -0.891367 0 0 0 0 0 0 0 0
-1.48214 1.60958 -0.881831 -1.48214 1.60958 -0.881831 0 0 0 0 0 0 0 0
-1.48223 1.60982 -0.889876 -1.48223 1.60982 -0.889876 0 0 0 0 0 0 0 0
-1.48387 1.60792 -0.891552 -1.48387 1.60792 -0.891552 0 0 0 0 0 0 0 0
-1.48323 1.6102 -0.900597 -1.48323 1.6102 -0.900597 0 0 0 0 0 0 0 0
-1.48526 1.60929 -0.891721 -1.48526 1.60929 -0.891721 0 0 0 0 0 0 0 0
-1.48374 1.61119 -0.894356 -1.48374 1.61119 -0.894356 0 0 0 0 0 0 0 0
-1.48009 1.60916 -0.898419 -1.48009 1.60916 -0.898419 0 0 0 0 0 0 0 0
-1.48409 1.60998 -0.891956 -1.48409 1.60998 -0.891956 0 0 0 0 0 0 0 0
-1.48301 1.61001 -0.88645 -1.48301 1.61001 -0.88645 0 0 0 0 0 0 0 0
-1.48138 1.60983 -0.894895 -1.48138 1.60983 -0.894895 0 0 0 0 0 0 0 0
-1.48068 1.61138 -0.882032 -1.48068 1.61138 -0.882032 0 0 0 0 0 0 0 0
-1.48353 1.61122 -0.888227 -1.48353 1.61122 -0.888227 0 0 0 0 0 0 0 0
-1.48031 1.61032 -0.902887 -1.48031 1.61032 -0.902887 0 0 0 0 0 0 0 0
-1.48118 1.61081 -0.88578 -1.48118 1.61081 -0.88578 0 0 0 0 0 0 0 0
-1.48256 1.60983 -0.894533 -1.48256 1.60983 -0.894533 0 0 0 0 0 0 0 0
-1.48312 1.60955 -0.888025 -1.48312 1.60955 -0.888025 0 0 0 0 0 0 0 0
-1.48269 1.61012 -0.88673 -1.48269 1.61012 -0.88673 0 0 0 0 0 0 0 0
-1.48306 1.61067 -0.89413 -1.48306 1.61067 -0.89413 0 0 0 0 0 0 0 0
-1.48309 1.60914 -0.897887 -1.48309 1.60914 -0.897887 0 0 0 0 0 0 0 0
-1.48269 1.60735 -0.897035 -1.48269 1.60735 -0.897035 0 0 0 0 0 0 0 0
-1.48649 1.60607 -0.891585 -1.48649 1.60607 -0.891585 0 0 0 0 0 0 0 0
-1.48679 1.61108 -0.897399 -1.48679 1.61108 -0.897399 0 0 0 0 0 0 0 0
-1.4852 1.6104 -0.894363 -1.4852 1.6104 -0.894363 0 0 0 0 0 0 0 0
-1.48201 1.61032 -0.90482 -1.48201 1.61032 -0.90482 0 0 0 0 0 0 0 0
-1.48113 1.6101 -0.894901 -1.48113 1.6101 -0.894901 0 0 0 0 0 0 0 0
-1.48195 1.61065 -0.891372 -1.48195 1.61065 -0.891372 0 0 0 0 0 0 0 0
-1.48059 1.61032 -0.889589 -1.48059 1.61032 -0.889589 0 0 0 0 0 0 0 0
-1.48257 1.61007 -0.887929 -1.48257 1.61007 -0.887929 0 0 0 0 0 0 0 0
-1.48598 1.60928 -0.892349 -1.48598 1.60928 -0.892349 0 0 0 0 0 0 0 0
-1.48231 1.60895 -0.89119 -1.48231 1.60895 -0.89119 0 0 0 0 0 0 0 0
-1.48228 1.6105 -0.90047 -1.48228 1.6105 -0.90047 0 0 0 0 0 0 0 0
-1.48412 1.61072 -0.883372 -1.48412 1.61072 -0.883372 0 0 0 0 0 0 0 0
-1.48364 1.60741 -0.897597 -1.48364 1.60741 -0.897597 0 0 0 0 0 0 0 0
-1.47945 1.61085 -0.894164 -1.47945 1.61085 -0.894164 0 0 0 0 0 0 0 0
-1.48304 1.60961 -0.904788 -1.48304 1.60961 -0.904788 0 0 0 0 0 0 0 0
-1.48118 1.60751 -0.897574 -1.48118 1.60751 -0.897574 0 0 0 0 0 0 0 0
-1.48572 1.61052 -0.896509 -1.48572 1.61052 -0.896509 0 0 0 0 0 0 0 0
-1.48295 1.61208 -0.895323 -1.48295 1.61208 -0.895323 0 0 0 0 0 0 0 0
-1.48529 1.6065 -0.898764 -1.48529 1.6065 -0.898764 0 0 0 0 0 0 0 0
-1.48064 1.60978 -0.885583 -1.48064 1.60978 -0.885583 0 0 0 0 0 0 0 0
-1.48215 1.6098 -0.897443 -1.48215 1.6098 -0.897443 0 0 0 0 0 0 0 0
-1.48436 1.6116 -0.893705 -1.48436 1.6116 -0.893705 0 0 0 0 0 0 0 0
-1.48481 1.61011 -0.888096 -1.48481 1.61011 -0.888096 0 0 0 0 0 0 0 0
-1.48319 1.61052 -0.887298 -1.48319 1.61052 -0.887298 0 0 0 0 0 0 0 0
-1.48501 1.61116 -0.88763 -1.48501 1.61116 -0.88763 0 0 0 0 0 0 0 0
-1.48369 1.6107 -0.894267 -1.48369 1.6107 -0.894267 0 0 0 0 0 0 0 0
-1.48476 1.60931 -0.896125 -1.48476 1.60931 -0.896125 0 0 0 0 0 0 0 0
-1.4842 1.61056 -0.895088 -1.4842 1.61056 -0.895088 0 0 0 0 0 0 0 0
-1.48421 1.6099 -0.904047 -1.48421 1.6099 -0.904047 0 0 0 0 0 0 0 0
-1.48203 1.61011 -0.88092 -1.48203 1.61011 -0.88092 0 0 0 0 0 0 0 0
-1.48431 1.60849 -0.89254 -1.48431 1.60849 -0.89254 0 0 0 0 0 0 0 0
-1.48343 1.60934 -0.896648 -1.48343 1.60934 -0.896648 0 0 0 0 0 0 0 0
-1.48332 1.61147 -0.889295 -1.48332 1.61147 -0.889295 0 0 0 0 0 0 0 0
-1.48386 1.60583 -0.891923 -1.48386 1.60583 -0.891923 0 0 0 0 0 0 0 0
-1.48315 1.61005 -0.900281 -1.48315 1.61005 -0.900281 0 0 0 0 0 0 0 0
-1.48337 1.61054 -0.889739 -1.48337 1.61054 -0.889739 0 0 0 0 0 0 0 0
-1.48465 1.61019 -0.881038 -1.48465 1.61019 -0.881038 0 0 0 0 0 0 0 0
-1.48636 1.61012 -0.895414 -1.48636 1.61012 -0.895414 0 0 0 0 0 0 0 0
-1.48131 1.60719 -0.892005 -1.48131 1.60719 -0.892005 0 0 0 0 0 0 0 0
-1.48232 1.61054 -0.894756 -1.48232 1.61054 -0.894756 0 0 0 0 0 0 0 0
-1.4835 1.6104 -0.890779 -1.4835 1.6104 -0.890779 0 0 0 0 0 0 0 0
-1.48413 1.60953 -0.894473 -1.48413 1.60953 -0.894473 0 0 0 0 0 0 0 0
-1.48224 1.61005 -0.882701 -1.48224 1.61005 -0.882701 0 0 0 0 0 0 0 0
-1.4821 1.60997 -0.889183 -1.4821 1.60997 -0.889183 0 0 0 0 0 0 0 0
-1.48434 1.61032 -0.890203 -1.48434 1.61032 -0.890203 0 0 0 0 0 0 0 0
-1.48229 1.61073 -0.888285 -1.48229 1.61073 -0.888285 0 0 0 0 0 0 0 0
-1.48329 1.60934 -0.896637 -1.48329 1.60934 -0.896637 0 0 0 0 0 0 0 0
-1.4835 1.61145 -0.889713 -1.4835 1.61145 -0.889713 0 0 0 0 0 0 0 0
-1.48027 1.61064 -0.892286 -1.48027 1.61064 -0.892286 0 0 0 0 0 0 0 0
-1.48318 1.60935 -0.884424 -1.48318 1.60935 -0.884424 0 0 0 0 0 0 0 0
-1.4833 1.60852 -0.887579 -1.4833 1.60852 -0.887579 0 0 0 0 0 0 0 0
-1.48519 1.61018 -0.898847 -1.48519 1.61018 -0.898847 0 0 0 0 0 0 0 0
-1.48208 1.61201 -0.893983 -1.48207 1.61208 -0.894033 0 2 0 -2 0 2 0 -2
-1.48157 1.60918 -0.899847 -1.48148 1.60999 -0.900427 0 17 0 -25 0 19 0 -27
-1.48203 1.61135 -0.900058 -1.48177 1.6136 -0.90166 1 43 -3 -42 1 62 -3 -69
-1.47891 1.61036 -0.897612 -1.47855 1.61358 -0.899907 2 27 -11 -41 3 89 -14 -110
-1.47993 1.6075 -0.884734 -1.47943 1.61253 -0.888304 -4 42 -1 -56 -1 131 -15 -166
-1.47777 1.60838 -0.879535 -1.47702 1.6163 -0.885161 5 80 -9 -97 4 211 -24 -263
-1.47781 1.60618 -0.857997 -1.47708 1.61629 -0.865161 13 78 -23 -84 17 287 -47 -345
-1.47744 1.60704 -0.859011 -1.47652 1.61953 -0.867866 11 98 -15 -104 28 368 -62 -424
-1.47409 1.6071 -0.851459 -1.47306 1.62264 -0.862471 35 154 -34 -167 62 479 -93 -549
-1.47056 1.60254 -0.88317 -1.46876 1.62088 -0.896201 32 127 -21 -141 92 579 -103 -649
-1.46415 1.61003 -0.876476 -1.46221 1.63131 -0.891587 46 167 -32 -177 142 704 -134 -770
-1.45768 1.60318 -0.844853 -1.45621 1.62787 -0.862336 79 223 -43 -250 216 847 -168 -923
-1.45454 1.60399 -0.85828 -1.45255 1.63132 -0.877655 46 174 -32 -180 249 943 -177 -1019
-1.44364 1.60205 -0.876241 -1.441 1.63108 -0.896852 49 187 -56 -192 287 1032 -218 -1107
-1.44078 1.60132 -0.844361 -1.43896 1.63224 -0.866259 114 270 -71 -269 366 1148 -255 -1209
-1.4312 1.6013 -0.87423 -1.42836 1.63313 -0.896822 85 206 -64 -213 419 1227 -298 -1281
-1.42881 1.60031 -0.844124 -1.42695 1.63183 -0.866451 80 188 -62 -199 453 1248 -328 -1303
-1.42065 1.59709 -0.851511 -1.41859 1.62821 -0.873561 115 262 -92 -274 489 1287 -377 -1327
-1.41453 1.59232 -0.860664 -1.41224 1.62262 -0.882146 85 180 -77 -213 528 1293 -422 -1360
-1.41311 1.59248 -0.839024 -1.41141 1.62419 -0.861478 105 258 -81 -279 584 1364 -447 -1447
-1.40473 1.59442 -0.835983 -1.40319 1.62485 -0.857528 64 189 -51 -208 534 1283 -427 -1386
-1.39766 1.5902 -0.817512 -1.39665 1.62178 -0.839852 64 227 -47 -217 513 1304 -410 -1390
-1.39383 1.58901 -0.82959 -1.39223 1.62525 -0.855235 91 327 -60 -331 524 1443 -408 -1522
-1.38631 1.58664 -0.847542 -1.38404 1.62305 -0.873338 84 256 -42 -211 493 1437 -358 -1459
-1.37882 1.58383 -0.826479 -1.37721 1.62291 -0.85413 92 253 -27 -244 500 1510 -308 -1490
-1.3728 1.58334 -0.858993 -1.36973 1.62501 -0.888536 144 387 -34 -292 539 1639 -261 -1503
-1.36436 1.58622 -0.847632 -1.36163 1.63011 -0.878727 105 290 -29 -249 580 1740 -239 -1544
-1.35885 1.57662 -0.859623 -1.35537 1.62336 -0.892761 103 329 -17 -286 619 1842 -209 -1613
-1.34871 1.57813 -0.885363 -1.34377 1.6273 -0.920305 124 424 -16 -366 652 1939 -165 -1648
-1.34338 1.57808 -0.891173 -1.33782 1.63038 -0.92836 106 349 -22 -298 674 2032 -145 -1735
-1.33417 1.57501 -0.892111 -1.32821 1.63062 -0.931656 86 336 -27 -342 668 2115 -145 -1833
-1.32262 1.57341 -0.904403 -1.31537 1.63404 -0.947582 101 478 -36 -448 625 2206 -147 -1989
-1.31666 1.57302 -0.895404 -1.30963 1.63663 -0.940652 84 332 -32 -353 604 2248 -150 -2093
-1.30337 1.5669 -0.895795 -1.29602 1.63327 -0.94301 70 378 -36 -379 571 2297 -169 -2186
-1.29677 1.56529 -0.903856 -1.28831 1.63637 -0.954477 80 519 -64 -545 527 2392 -217 -2365
-1.28193 1.56529 -0.907104 -1.27287 1.63932 -0.959845 63 400 -40 -390 484 2443 -235 -2457
-1.27045 1.56009 -0.90039 -1.26114 1.64069 -0.957759 111 548 -59 -554 509 2655 -267 -2669
-1.25628 1.55871 -0.896608 -1.2474 1.63823 -0.953183 112 443 -41 -436 520 2620 -272 -2657
-1.24622 1.55493 -0.88947 -1.23757 1.6377 -0.948315 112 453 -52 -460 548 2741 -292 -2764
-1.23671 1.55447 -0.907235 -1.22582 1.64343 -0.970609 146 612 -67 -611 624 2975 -323 -2996
-1.22478 1.55371 -0.894598 -1.21532 1.63998 -0.955967 106 448 -30 -449 650 2904 -289 -2900
-1.21106 1.55072 -0.892338 -1.20113 1.64322 -0.958122 159 634 -43 -605 746 3138 -292 -3115
-1.19297 1.54946 -0.900381 -1.18243 1.64071 -0.965332 95 512 -37 -486 730 3102 -270 -3047
-1.17882 1.54449 -0.922983 -1.16598 1.63717 -0.989145 81 468 -29 -464 699 3127 -258 -3075
-1.16694 1.54349 -0.909302 -1.15451 1.64324 -0.980384 128 663 -30 -634 715 3337 -236 -3249
-1.15267 1.54161 -0.905189 -1.14097 1.63875 -0.974378 98 497 -22 -483 667 3222 -191 -3121
-1.14227 1.54178 -0.910772 -1.12972 1.64139 -0.981765 49 498 -28 -483 610 3272 -189 -3155
-1.12815 1.53185 -0.919338 -1.11454 1.63283 -0.991391 101 627 -32 -627 552 3265 -178 -3177
-1.11374 1.53304 -0.910964 -1.10099 1.63403 -0.982941 111 510 -19 -480 568 3263 -160 -3171
-1.10178 1.52924 -0.908484 -1.08909 1.63182 -0.981571 111 508 -21 -534 598 3303 -152 -3241
-1.089 1.53072 -0.923814 -1.07426 1.6366 -0.999398 100 741 1 -695 570 3381 -121 -3302
-1.072 1.52627 -0.920237 -1.0574 1.63388 -0.99702 99 519 27 -508 571 3403 -72 -3327
-1.05714 1.52416 -0.9134 -1.04305 1.63361 -0.991432 106 585 20 -504 628 3490 -24 -3348
-1.0441 1.52285 -0.914541 -1.02927 1.63705 -0.995967 130 780 13 -727 657 3643 21 -3448
-1.02853 1.51915 -0.943837 -1.00978 1.6365 -1.02787 85 573 43 -536 631 3706 83 -3504
-1.0149 1.51317 -0.952941 -0.993389 1.64035 -1.04414 109 805 53 -729 629 4003 157 -3699
-0.996009 1.51454 -0.94301 -0.976375 1.63808 -1.03146 60 608 28 -543 589 3870 184 -3547
-0.982321 1.51282 -0.953422 -0.960897 1.63912 -1.044 50 589 38 -547 540 3940 195 -3586
-0.96289 1.51031 -0.957612 -0.939177 1.64664 -1.05546 55 828 50 -756 489 4183 225 -3838
-0.94701 1.50544 -0.983471 -0.92043 1.63787 -1.07899 38 617 54 -572 397 4020 266 -3683
-0.92815 1.50221 -0.981579 -0.901208 1.63777 -1.07931 39 643 38 -601 351 4090 261 -3748
-0.909557 1.49958 -0.991355 -0.880945 1.63654 -1.09029 86 841 28 -790 328 4126 236 -3809
-0.890206 1.49446 -0.997361 -0.860261 1.63361 -1.09801 56 641 76 -594 324 4159 284 -3860
-0.874074 1.49181 -0.987326 -0.84494 1.63412 -1.09004 32 631 85 -604 306 4201 331 -3917
-0.855539 1.4907 -0.985095 -0.826765 1.63287 -1.08766 44 780 78 -753 295 4153 359 -3914
-0.837687 1.48503 -0.995445 -0.807417 1.62702 -1.0981 13 583 89 -553 270 4119 394 -3895
-0.821892 1.48153 -0.990453 -0.792258 1.62401 -1.09336 0 588 111 -564 231 4064 467 -3858
-0.803477 1.47905 -0.981035 -0.775603 1.6197 -1.08243 78 754 72 -705 223 3977 511 -3773
-0.786693 1.47232 -0.975765 -0.76008 1.61043 -1.07522 56 559 83 -515 223 3895 518 -3694
-0.769915 1.47348 -0.992222 -0.739865 1.6167 -1.0957 -16 750 155 -686 175 4014 588 -3776
-0.754234 1.47084 -0.996533 -0.72508 1.60686 -1.0949 -17 550 100 -495 114 3784 610 -3518
-0.736126 1.46244 -0.974377 -0.709963 1.59923 -1.07286 -14 561 153 -493 87 3762 674 -3458
-0.719971 1.46181 -0.974102 -0.692383 1.60627 -1.07809 -71 750 208 -671 16 3924 771 -3565
-0.707111 1.46459 -0.979419 -0.679625 1.60447 -1.08022 -27 548 146 -479 -89 3718 845 -3339
-0.690403 1.46343 -0.988349 -0.661037 1.60614 -1.09137 -63 564 175 -475 -208 3723 937 -3299
-0.673349 1.46194 -1.01273 -0.639777 1.60707 -1.11806 -74 791 278 -647 -266 3764 1060 -3260
-0.657076 1.46129 -1.01123 -0.623194 1.60876 -1.11823 -56 551 194 -493 -305 3765 1154 -3258
-0.646155 1.46003 -0.998531 -0.613889 1.60912 -1.1064 -64 581 169 -476 -355 3785 1170 -3241
-0.625897 1.45803 -1.0021 -0.593019 1.60737 -1.11023 -63 774 262 -622 -347 3809 1224 -3192
-0.613627 1.45517 -1.01694 -0.578405 1.60456 -1.12547 -6 561 186 -479 -326 3822 1264 -3192
-0.597958 1.45606 -1.02124 -0.559843 1.61466 -1.13658 -96 794 251 -676 -359 4052 1340 -3393
-0.581935 1.45524 -1.02736 -0.545085 1.60455 -1.13611 -83 548 176 -460 -368 3809 1238 -3206
-0.564019 1.45706 -1.05837 -0.522451 1.60553 -1.1674 -55 571 220 -470 -367 3829 1264 -3183
-0.551412 1.45303 -1.07766 -0.504192 1.60997 -1.19355 -61 786 332 -655 -364 4034 1427 -3362
-0.533102 1.45609 -1.06112 -0.490083 1.60814 -1.17285 -93 570 240 -489 -394 3830 1405 -3229
-0.518039 1.45492 -1.05856 -0.474884 1.60896 -1.17167 -120 556 208 -457 -508 3825 1427 -3207
-0.502533 1.45703 -1.08478 -0.455376 1.60981 -1.19784 -165 733 289 -626 -577 3764 1465 -3157
-0.487989 1.44788 -1.11075 -0.436681 1.59998 -1.22425 -88 561 213 -440 -582 3777 1502 -3137
-0.470873 1.44823 -1.12484 -0.417545 1.59926 -1.23809 -28 569 243 -456 -555 3775 1525 -3123
-0.45238 1.44725 -1.11151 -0.401339 1.59817 -1.22417 -80 775 321 -611 -574 3764 1514 -3079
-0.440442 1.44594 -1.13691 -0.385966 1.59448 -1.24878 -125 544 225 -436 -606 3738 1499 -3026
-0.425627 1.4395 -1.15019 -0.369342 1.58689 -1.26175 -135 519 255 -407 -621 3701 1546 -2976
-0.409482 1.43944 -1.17846 -0.349074 1.58513 -1.28998 -116 712 410 -572 -572 3680 1667 -2922
-0.392749 1.43885 -1.17041 -0.33316 1.5859 -1.2826 -107 512 315 -421 -591 3631 1769 -2903
-0.377921 1.43858 -1.16962 -0.314951 1.59432 -1.28841 -231 626 409 -553 -794 3688 1935 -3000
-0.365438 1.43747 -1.1768 -0.303753 1.58693 -1.29114 -238 478 344 -374 -952 3391 1958 -2763
-0.350771 1.43383 -1.16587 -0.290393 1.5848 -1.28084 -145 476 363 -396 -972 3323 2096 -2723
-0.338815 1.42939 -1.17407 -0.274009 1.58764 -1.29499 -215 617 433 -523 -1052 3421 2274 -2839
-0.324504 1.43063 -1.17005 -0.263536 1.58124 -1.28494 -207 459 286 -380 -1143 3168 2150 -2647
-0.311744 1.43025 -1.175 -0.24995 1.58075 -1.29004 -237 466 295 -369 -1273 3122 2130 -2595
-0.296525 1.43153 -1.1722 -0.235179 1.58214 -1.28719 -237 650 451 -477 -1279 3146 2172 -2519
-0.283205 1.43287 -1.15303 -0.224815 1.58447 -1.2679 -223 485 354 -363 -1264 3153 2182 -2508
-0.271766 1.43581 -1.16079 -0.207903 1.59786 -1.28396 -405 675 460 -497 -1524 3352 2279 -2609
-0.25777 1.43381 -1.18459 -0.191977 1.58978 -1.30429 -299 516 366 -332 -1608 3251 2212 -2418
-0.244195 1.43435 -1.21169 -0.172783 1.5916 -1.33381 -233 537 418 -336 -1634 3329 2344 -2374
-0.230841 1.43266 -1.23422 -0.150486 1.59951 -1.36517 -254 736 574 -503 -1651 3599 2623 -2508
-0.217363 1.43158 -1.24809 -0.136478 1.59374 -1.37623 -235 560 407 -390 -1649 3509 2579 -2421
-0.204236 1.43082 -1.26928 -0.118091 1.59474 -1.40021 -258 585 386 -418 -1684 3609 2611 -2476
-0.188271 1.43264 -1.29276 -0.098066 1.5949 -1.42404 -333 746 471 -514 -1612 3680 2622 -2493
-0.173858 1.42522 -1.34194 -0.0747779 1.58447 -1.47457 -259 565 389 -407 -1572 3729 2645 -2568
-0.156571 1.42381 -1.37324 -0.0479144 1.58685 -1.51179 -202 713 574 -504 -1541 3905 2801 -2736
-0.144858 1.41926 -1.40937 -0.0362728 1.57009 -1.54079 -162 530 404 -406 -1449 3699 2631 -2639
-0.128422 1.4186 -1.41104 -0.0211205 1.56712 -1.5406 -221 504 345 -375 -1435 3643 2569 -2624
-0.114273 1.41891 -1.42036 -0.00841791 1.56259 -1.54655 -209 453 378 -340 -1386 3511 2561 -2546
-0.0988067 1.41392 -1.43938 0.00732092 1.55237 -1.56274 -274 573 554 -438 -1327 3338 2644 -2470
-0.0873172 1.41518 -1.44629 0.0175747 1.55008 -1.56713 -281 394 435 -310 -1349 3167 2690 -2373
-0.0708277 1.41316 -1.4386 0.031592 1.54699 -1.55777 -436 484 572 -369 -1583 2938 2688 -2238
-0.0547342 1.40891 -1.44507 0.0470845 1.54019 -1.56255 -296 326 494 -252 -1717 2734 2778 -2084
-0.0430748 1.40906 -1.42069 0.055682 1.54302 -1.53836 -325 323 555 -258 -1821 2553 2988 -1967
-0.0276692 1.41363 -1.40783 0.0755353 1.55745 -1.533 -483 394 720 -377 -2095 2494 3330 -2004
-0.0156086 1.41435 -1.39317 0.0819817 1.55464 -1.51401 -473 277 519 -227 -2294 2198 3295 -1793
-0.00427338 1.40889 -1.40168 0.0955912 1.54988 -1.52385 -455 299 563 -208 -2468 2103 3423 -1691
0.00619531 1.41401 -1.36961 0.103072 1.56053 -1.49381 -506 443 762 -311 -2538 2062 3613 -1633
0.0181849 1.41384 -1.35948 0.115858 1.56486 -1.48665 -449 339 587 -229 -2691 2075 3706 -1610
0.0310717 1.41817 -1.35283 0.143607 1.59474 -1.50089 -868 751 1063 -434 -3234 2503 4214 -1786
0.0438564 1.42064 -1.3517 0.142066 1.57511 -1.48114 -116 134 175 -73 -2867 2243 3669 -1482
0.0550845 1.42669 -1.34185 0.153133 1.58432 -1.47312 -412 434 552 -243 -2806 2400 3702 -1498
0.0657852 1.42795 -1.36002 0.168728 1.58693 -1.49395 -477 434 560 -265 -2828 2535 3699 -1555
0.0781617 1.43173 -1.36213 0.183463 1.59361 -1.49868 -649 607 693 -281 -2971 2699 3630 -1525
0.0940582 1.43806 -1.40418 0.206184 1.59552 -1.54087 -378 469 555 -213 -2900 2829 3598 -1509
0.107854 1.44171 -1.42329 0.213652 1.58443 -1.54892 -456 688 767 -328 -2488 2766 3302 -1403
0.120155 1.4426 -1.45358 0.242628 1.59777 -1.59336 -354 507 500 -259 -2726 3139 3627 -1589
0.13342 1.44504 -1.51086 0.265143 1.59358 -1.65124 -291 548 567 -283 -2605 3253 3642 -1629
0.147809 1.44548 -1.52733 0.290424 1.60106 -1.67657 -393 810 847 -388 -2521 3629 3929 -1752
0.160007 1.44786 -1.54444 0.298804 1.59417 -1.68705 -365 484 551 -304 -2237 3506 3787 -1775
0.177013 1.45303 -1.59481 0.333795 1.60246 -1.74796 -609 673 767 -402 -2468 3710 3999 -1964
0.193145 1.44843 -1.61448 0.347128 1.58951 -1.76215 -434 482 621 -268 -2446 3504 3853 -1904
0.20871 1.45127 -1.66874 0.372518 1.58577 -1.81861 -436 456 631 -271 -2528 3453 3984 -1916
0.220809 1.44867 -1.68356 0.39809 1.58988 -1.84383 -733 585 812 -383 -2970 3490 4229 -2016
0.237618 1.44939 -1.71697 0.411413 1.57858 -1.8701 -614 404 582 -272 -3191 3084 3964 -1900
0.25329 1.44921 -1.7388 0.429238 1.57413 -1.89138 -483 368 611 -199 -3309 2968 4024 -1795
0.267926 1.44685 -1.7514 0.440136 1.56588 -1.89943 -560 424 833 -273 -3260 2719 4090 -1666
0.284101 1.44684 -1.76805 0.454841 1.5607 -1.91316 -461 298 624 -191 -3287 2535 4093 -1589
0.300035 1.4475 -1.76041 0.464924 1.55929 -1.90127 -438 264 585 -170 -3289 2343 4047 -1488
0.314361 1.44309 -1.75054 0.468136 1.54958 -1.8828 -573 307 767 -184 -3129 2065 4002 -1289
0.326682 1.44454 -1.75083 0.473799 1.54635 -1.87733 -472 205 623 -116 -2987 1866 4043 -1133
0.343556 1.44496 -1.75388 0.487779 1.54412 -1.87764 -508 187 624 -124 -3012 1685 4056 -1058
0.360522 1.44945 -1.74979 0.502022 1.54759 -1.87155 -689 226 877 -140 -3141 1487 4100 -925
0.374066 1.446 -1.72567 0.512567 1.54709 -1.84692 -553 161 712 -107 -3233 1350 4188 -841
0.399802 1.45058 -1.69789 0.53664 1.55641 -1.82021 -579 163 699 -101 -3374 1249 4302 -772
0.43143 1.46258 -1.64739 0.559895 1.57273 -1.76705 -619 207 698 -96 -3420 1149 4233 -684
0.443076 1.46141 -1.62953 0.579259 1.58247 -1.75837 -714 317 958 -155 -3662 1261 4568 -723
0.457491 1.46754 -1.63832 0.595566 1.58812 -1.76795 -525 231 639 -110 -3679 1305 4583 -709
0.471646 1.47601 -1.63051 0.60405 1.59348 -1.75567 -574 272 652 -80 -3564 1351 4358 -649
0.486241 1.47856 -1.64187 0.629919 1.60314 -1.77634 -736 424 1001 -110 -3747 1614 4647 -652
0.498888 1.4877 -1.63884 0.645361 1.61548 -1.77629 -557 318 792 -111 -3725 1769 4740 -662
0.517121 1.49081 -1.64953 0.676999 1.62731 -1.79818 -877 509 994 -128 -3983 2071 5036 -694
0.544418 1.50153 -1.70092 0.705565 1.62538 -1.84463 -590 361 722 -80 -3859 2115 4800 -619
0.560355 1.50545 -1.75523 0.731651 1.62288 -1.90208 -550 387 723 -94 -3884 2271 4884 -603
0.573577 1.51065 -1.78729 0.761836 1.63102 -1.9453 -741 548 979 -194 -4051 2547 5211 -717
